Id,Prospect ID,Lead Number,Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,How did you hear about X Education,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Lead Quality,Update me on Supply Chain Content,Get updates on DM Content,Lead Profile,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity
5846,0a0163d9-b4b9-4dca-9b06-16d21813a19a,605077,Landing Page Submission,Direct Traffic,No,No,0,2.0,253,2.0,Email Opened,India,IT Projects Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Email Opened
7281,3e70f43c-8d6d-4347-96a0-f87e8a0c441c,593596,Landing Page Submission,Direct Traffic,Yes,No,0,1.0,237,1.0,Email Bounced,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,opp hangup,Not Sure,No,No,Select,Other Metro Cities,,,,,No,No,Modified
6048,6a47478d-dfdf-400d-8f0e-15ca2932be03,603419,Landing Page Submission,Direct Traffic,No,No,0,2.0,140,2.0,Form Submitted on Website,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
3753,0e38ff03-f06f-432f-b084-5288c7a1cf18,624199,API,Google,No,No,0,1.0,316,1.0,Converted to Lead,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
4847,f38950c7-6530-411c-a2f2-870969eed821,613545,API,Organic Search,No,No,1,7.0,1237,7.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
548,67c9ecd9-0429-4b90-8d42-53d27e217ac7,654576,API,Google,No,No,1,3.0,1712,3.0,Form Submitted on Website,India,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,17.0,No,No,Modified
7374,e2edf3c7-77c9-4e01-9dd6-739c1b9b24e8,592867,Landing Page Submission,Organic Search,No,No,0,7.0,319,7.0,SMS Sent,India,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Other Metro Cities,02.Medium,02.Medium,15.0,16.0,No,Yes,SMS Sent
7203,29e150a8-46ae-4768-bf6d-80e1a8a9b002,594150,Landing Page Submission,Google,No,No,0,3.0,287,3.0,Email Opened,India,Finance Management,Other,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,switched off,,No,No,Select,Thane & Outskirts,,,,,No,No,Email Opened
3526,911278ea-d04d-4ace-8446-629ac2c52507,626738,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Select,,,,,No,No,SMS Sent
3715,88928ac0-0229-425c-ac4c-34d2a9d277ac,624500,Landing Page Submission,Google,No,No,1,4.0,1055,4.0,Email Opened,India,Marketing Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Select,Mumbai,,,,,No,No,Modified
964,31ae03c9-dbb6-4919-9938-8ab0b7f47ba9,649980,Landing Page Submission,Direct Traffic,No,No,1,4.0,1541,4.0,Email Opened,India,Hospitality Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,17.0,No,Yes,Email Opened
3988,0011f23e-9fd9-4256-b316-efc2e2639b0d,621746,API,Organic Search,No,No,0,3.0,206,1.5,Converted to Lead,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,13.0,15.0,No,No,Modified
1604,3bdbbe8d-bce2-4b20-a98f-07e1106997dd,643548,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
882,56cdd459-8c24-4340-87d7-c778f39ee108,651093,Landing Page Submission,Google,No,No,0,6.0,296,6.0,Email Opened,India,Business Administration,Student of SomeSchool,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
2684,28d2759d-39fc-40de-9091-90130c68edb2,633914,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,Human Resource Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,,,,,No,No,SMS Sent
4398,88ab1faf-5232-44ef-92da-95ec244a6b31,617610,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Select,,,,,No,No,SMS Sent
3956,3d34759a-ce03-4421-9e4d-99c61d21b781,622172,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Modified
7298,69d48431-2efc-452b-aa02-056a417360c3,593433,Landing Page Submission,Organic Search,Yes,No,1,7.0,564,7.0,SMS Sent,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,03.Low,01.High,11.0,18.0,No,Yes,Modified
8966,1c5546ec-aeb2-4fd6-931c-6517c60de6d8,581625,Landing Page Submission,Organic Search,No,No,1,10.0,674,5.0,SMS Sent,India,Human Resource Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,Yes,SMS Sent
8587,23bb6ab5-d81e-4f24-b26c-86d0d8805180,584241,API,Google,No,No,1,2.0,1163,2.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
6752,a8e5b4e5-7e56-4957-87ac-77cb0dbe936e,598042,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Email Opened
1118,94448d21-2d18-4e77-98a6-8e817b82362d,648060,Landing Page Submission,Google,No,No,0,5.0,343,2.5,Email Opened,India,Finance Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Other Metro Cities,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
8514,f390bb73-6c85-41dc-94c0-9fb516262455,584691,Landing Page Submission,Direct Traffic,No,No,1,2.0,384,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Modified
734,7a35e17e-9f9b-4a0a-ade5-cc1c3f47ead9,652824,Landing Page Submission,Organic Search,No,No,1,8.0,248,8.0,Converted to Lead,India,Media and Advertising,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Other Cities,02.Medium,01.High,15.0,17.0,No,Yes,Modified
1942,f33376d3-3679-433f-a45e-4169210ac63e,640866,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Select,02.Medium,02.Medium,14.0,16.0,No,No,Modified
794,499b989d-6151-4c90-97dc-ec3958a79818,652104,Landing Page Submission,Organic Search,No,No,0,10.0,869,5.0,Email Opened,United Arab Emirates,Operations Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
8863,7b851fd2-127b-4f1a-855c-213063d09ae7,582309,Landing Page Submission,Direct Traffic,No,No,0,4.0,455,2.0,SMS Sent,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Other Cities of Maharashtra,02.Medium,01.High,14.0,19.0,No,Yes,SMS Sent
6110,b608d2ef-c639-4f08-8b41-a6aeeeb51dba,602873,Landing Page Submission,Direct Traffic,No,No,0,9.0,208,9.0,Email Opened,India,"Banking, Investment And Insurance",Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Might be,No,No,Select,Other Cities of Maharashtra,,,,,No,Yes,Email Opened
4985,7022733e-82e0-4047-b6c3-571c3b842eeb,612062,Landing Page Submission,Google,No,No,0,5.0,401,5.0,SMS Sent,India,Finance Management,Word Of Mouth,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Mumbai,,,,,No,No,SMS Sent
8721,83e36cd2-a3a8-45ae-8df9-f0f27aa20f56,583294,Landing Page Submission,Direct Traffic,No,No,0,1.0,336,1.0,Converted to Lead,,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,,No,No,Potential Lead,Other Cities of Maharashtra,03.Low,02.Medium,11.0,16.0,No,Yes,Modified
8612,42e4f446-005c-4114-877c-14cdc2fe54fa,584027,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Potential Lead,Select,01.High,02.Medium,17.0,16.0,No,No,Modified
1047,4a2f8610-dbb7-4ff5-a5aa-5772f8f38932,649028,Landing Page Submission,Organic Search,No,No,0,4.0,61,4.0,Email Opened,India,International Business,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,02.Medium,01.High,14.0,17.0,No,No,Modified
2279,1af2e8bf-75c7-4a96-a337-c5d045057df3,637675,Landing Page Submission,Google,No,No,0,4.0,439,4.0,SMS Sent,India,International Business,Social Media,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Might be,No,No,Select,Mumbai,02.Medium,01.High,13.0,18.0,No,No,Modified
7561,179eb248-2cb0-4dda-95d0-83bb958449f4,591651,Landing Page Submission,Direct Traffic,No,No,0,3.0,1421,3.0,Olark Chat Conversation,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Graduation in progress,High in Relevance,No,No,Potential Lead,Thane & Outskirts,03.Low,01.High,11.0,19.0,No,Yes,Olark Chat Conversation
3849,bead1a16-28e9-436b-b4f6-dc21e82a51c3,623195,Landing Page Submission,Google,No,No,0,4.0,239,4.0,Email Opened,India,Human Resource Management,Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,No,Email Opened
4875,267dbbf0-4cb3-4322-8f38-6520ed556883,613289,Landing Page Submission,Google,No,No,1,4.0,1115,4.0,Page Visited on Website,India,Marketing Management,Student of SomeSchool,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Other Leads,Mumbai,,,,,No,No,Modified
3152,69eb120d-7816-40c1-b0d3-c3c40f5de770,629734,Landing Page Submission,Direct Traffic,No,No,0,3.0,1932,3.0,Email Opened,India,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,Email Opened
5066,6f09f74d-1d1e-435f-bbe7-5c07e39c2b28,611216,Landing Page Submission,Direct Traffic,No,No,0,7.0,224,7.0,Email Opened,India,Operations Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Want to take admission but has financial problems,Low in Relevance,No,No,Other Leads,Thane & Outskirts,,,,,No,Yes,Email Opened
9124,e428f38e-500a-4777-bc17-357d2b6d3b87,580428,API,Google,No,No,0,2.0,266,1.0,SMS Sent,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Modified
7077,e28f24ed-7e12-4ca4-a018-9be50136787b,595263,Landing Page Submission,Google,No,No,0,5.0,459,5.0,Email Opened,India,Human Resource Management,Word Of Mouth,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Interested  in full time MBA,Not Sure,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Email Opened
292,4beec5ec-bdea-4ecd-ab89-345060e38bc2,657316,Landing Page Submission,Direct Traffic,No,No,0,13.0,194,13.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,15.0,18.0,No,Yes,Email Opened
1725,14c9bd2d-e654-4df4-a68e-3491014d4c7c,642574,Landing Page Submission,Direct Traffic,No,No,0,2.0,76,2.0,Email Opened,India,Marketing Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Email Opened
4437,a190a1ee-9837-442f-9438-7501e468b6fa,617119,Landing Page Submission,Direct Traffic,No,No,0,5.0,194,5.0,Email Opened,India,Retail Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Thane & Outskirts,,,,,No,Yes,Modified
1976,04e561d0-a90d-4f4e-b960-19c02002aed0,640498,Landing Page Submission,Direct Traffic,No,No,0,6.0,1431,6.0,Email Opened,India,"Banking, Investment And Insurance",Online Search,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
760,9b7ac744-aa49-4b69-b286-6432332984c3,652580,Landing Page Submission,Google,No,No,1,3.0,1160,3.0,SMS Sent,India,Marketing Management,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Mumbai,02.Medium,01.High,15.0,18.0,No,No,Modified
6266,6b57ae95-e5ef-49cd-baab-d7ae022c23aa,601761,API,Direct Traffic,No,No,0,9.0,1241,3.0,Page Visited on Website,India,Select,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Already a student,Worst,No,No,Student of SomeSchool,Select,,,,,No,No,Page Visited on Website
897,baeb2f65-f796-4269-8cf1-54601cb1edcc,650877,Landing Page Submission,Referral Sites,No,No,0,5.0,331,1.67,Email Opened,India,Rural and Agribusiness,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,03.Low,14.0,12.0,No,Yes,Email Opened
2119,90b6366b-35aa-4d4f-9770-ac61883ca7e0,639320,API,Google,No,No,1,2.0,1025,2.0,Form Submitted on Website,India,Business Administration,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Busy,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,13.0,18.0,No,Yes,Modified
2941,b6808c2d-3d78-4b7f-b03a-b14218c0f21d,631513,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,,,,,No,No,Email Opened
3044,03509345-8a4d-4432-b5a5-49a17f9fdda2,630728,Landing Page Submission,Direct Traffic,No,No,1,4.0,906,4.0,SMS Sent,India,Finance Management,Select,Student,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Select,Other Cities,,,,,No,Yes,SMS Sent
9187,4f465f71-1946-414e-9716-4847c60606e8,579979,API,Olark Chat,No,No,1,0.0,0,0.0,SMS Sent,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,16.0,15.0,No,No,SMS Sent
7436,43bbd5e4-bd82-4bc2-a88b-4f7d9a3a5041,592511,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,01.High,02.Medium,17.0,15.0,No,No,Modified
5988,24822b92-bced-45be-99e4-90025987bc33,603907,Landing Page Submission,Direct Traffic,No,No,0,2.0,285,2.0,Email Opened,Qatar,Business Administration,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,,,,,No,Yes,Modified
7494,2952fc57-211d-4ae1-99fd-23f7439b8812,592160,API,Organic Search,No,No,0,7.0,159,7.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,02.Medium,02.Medium,14.0,15.0,No,No,SMS Sent
7742,a3d2953c-f4d9-454a-b640-8512df606477,590469,Landing Page Submission,Organic Search,No,No,1,7.0,467,7.0,Email Opened,India,Healthcare Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,High in Relevance,No,No,Potential Lead,Other Cities,02.Medium,02.Medium,15.0,15.0,No,Yes,Email Opened
1509,e80e9214-2648-412d-876a-db4b670e7e62,644257,Landing Page Submission,Google,No,No,1,3.0,784,3.0,Converted to Lead,India,Business Administration,Other,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,15.0,20.0,No,No,Modified
263,2872b4e9-7801-4333-9eff-9b2d4772ad1e,657655,API,Olark Chat,No,No,0,0.0,0,0.0,Olark Chat Conversation,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,15.0,15.0,No,No,Modified
7930,d1b7ff72-89a0-40f8-9527-52e6fbaa18c9,588994,Landing Page Submission,Google,No,No,0,7.0,1602,1.4,Email Opened,India,Supply Chain Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Mumbai,,,,,No,Yes,Email Opened
943,48af1f76-3059-4848-9dd2-d787a77285e9,650291,API,Google,No,No,1,4.0,1048,1.33,Email Opened,India,Operations Management,Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,02.Medium,15.0,16.0,No,No,Email Opened
1794,48b03ba6-0eb1-45b5-b49e-f5621ee81dd9,642028,API,Olark Chat,No,No,0,0.0,0,0.0,Email Link Clicked,,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Modified
8107,7e66be45-783c-4983-b4cd-c6594bbbeee8,587916,Lead Add Form,Reference,No,No,1,,903,,,,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Lost to EINS,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Modified
7046,dba7917e-295c-4781-8ae4-a6dce8e163b2,595619,API,Direct Traffic,Yes,No,0,7.0,157,3.5,Olark Chat Conversation,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,,,No,No,Select,Select,,,,,No,No,Olark Chat Conversation
7157,5ba44668-4b55-4fec-a136-7412e07558c9,594594,API,Olark Chat,No,No,0,3.0,1795,1.5,Olark Chat Conversation,India,Finance Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Interested in other courses,,No,No,Select,Mumbai,,,,,No,Yes,Olark Chat Conversation
1973,72bf64d4-df91-4a55-85ed-d11be0f76dae,640525,Landing Page Submission,Google,No,No,1,2.0,882,2.0,Email Opened,India,Operations Management,Online Search,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,Modified
322,84a4f49b-8885-4904-9fa1-1dcbd085b62d,657014,API,Organic Search,Yes,No,0,8.0,76,8.0,Email Bounced,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,13.0,15.0,No,No,Modified
8702,cc3dfa7a-a6e7-4e0e-a2b8-a23392819b10,583438,Landing Page Submission,Direct Traffic,Yes,No,0,5.0,406,5.0,SMS Sent,India,Services Excellence,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,17.0,No,Yes,SMS Sent
2678,e626e015-ca8d-431a-a3ea-f4a5cc1d8e6f,633939,API,Google,No,No,0,5.0,372,1.0,Email Opened,India,,,,,No,No,No,No,No,No,No,No,,,No,No,,,02.Medium,02.Medium,14.0,15.0,No,No,Email Opened
5241,fa73cecb-0e13-47be-9408-26637d43d2cc,609574,Landing Page Submission,testone,No,No,0,5.0,304,2.5,Page Visited on Website,India,Human Resource Management,Advertisements,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Not doing further education,Worst,No,No,Other Leads,Thane & Outskirts,,,,,No,No,Page Visited on Website
5918,2b63d0bb-776e-4619-9e18-b9a6c87e8201,604431,API,Olark Chat,No,No,0,0.0,0,0.0,Email Opened,,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,,No,No,Select,Select,,,,,No,No,Email Opened
8761,344e4892-3df3-41d9-9174-5406b285542d,582983,Landing Page Submission,Google,Yes,No,1,4.0,321,4.0,SMS Sent,,Human Resource Management,Other,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Mumbai,02.Medium,01.High,14.0,20.0,No,No,SMS Sent
1567,b957cacd-3e20-41d3-8c63-9a6479488311,643902,Lead Add Form,Reference,No,No,1,0.0,0,0.0,SMS Sent,,"Banking, Investment And Insurance",Select,Working Professional,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,15.0,19.0,No,No,Modified
4158,6841f123-2338-43a6-85dc-7c35dacdf51e,620115,Landing Page Submission,Google,No,No,1,4.0,158,4.0,Email Opened,India,International Business,Email,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Low in Relevance,No,No,Potential Lead,Mumbai,,,,,No,No,Email Opened
8068,cae12444-0384-4b2b-9bee-67fff44b7abb,588064,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Email Opened,,Marketing Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Will revert after reading the email,Might be,No,No,Potential Lead,Select,02.Medium,01.High,14.0,19.0,No,No,Email Opened
5455,88c1c50b-7057-4b80-9f90-d308a07eed1f,608125,Lead Add Form,Reference,No,No,1,0.0,0,0.0,Page Visited on Website,,Hospitality Management,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Closed by Horizzon,High in Relevance,No,No,Potential Lead,Thane & Outskirts,,,,,No,No,Page Visited on Website
2091,047d3e91-4df4-433b-97dc-27a4f3e7ce1b,639464,Landing Page Submission,Organic Search,No,No,0,4.0,229,2.0,Email Opened,India,Supply Chain Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Other Cities,02.Medium,02.Medium,14.0,16.0,No,No,Email Opened
790,8ef0bad7-e2e2-40cf-ba3f-a8390b8c024e,652157,Landing Page Submission,Google,No,No,0,4.0,243,4.0,Email Opened,India,Human Resource Management,Word Of Mouth,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,01.High,14.0,18.0,No,No,Email Opened
5085,65a7b661-f3ff-4e3c-87d4-ba59b789a4b2,611078,API,Organic Search,No,No,0,3.0,18,3.0,SMS Sent,India,Select,Select,Unemployed,Better Career Prospects,No,No,No,No,No,No,No,No,Ringing,Not Sure,No,No,Select,Select,,,,,No,No,SMS Sent
3502,b8adb44d-e79f-4604-9721-bd892ba50aab,626942,API,Google,No,No,0,9.0,99,2.25,Email Opened,India,Human Resource Management,,,,No,No,No,No,No,No,No,No,,,No,No,,Mumbai,02.Medium,02.Medium,15.0,16.0,No,Yes,Email Opened
